,Game,Name,MP_G,FG_G,FGA_G,FG_PCT,3FG_G,3FGA_G,3FG_PCT,eFG_PCT,FT_G,FTA_G,FT_PCT,RBD_G,AST_G,PTS_G,TS_G,ASTPCT_G,TOV_PCT_G,USG_PCT_G,OFRTG_G,DFRTG_G
68,69,Chris Paul 2015,34.990821256,6.88405797101,14.3623188406,0.47931382442,1.6231884058,4.20289855072,0.386206896552,0.535822401615,3.20289855072,3.6231884058,0.884,4.63768115942,10.0,18.5942028986,0.582652134423,46.9985507246,13.2652173913,23.5884057971,123.463768116,106.231884058
69,70,Chris Paul 2015,35.0176190476,6.95714285714,14.4571428571,0.481225296443,1.61428571429,4.18571428571,0.38566552901,0.537055335968,3.22857142857,3.65714285714,0.8828125,4.65714285714,10.0714285714,18.7571428571,0.583742353109,47.2771428571,13.1342857143,23.6771428571,123.771428571,106.2
70,71,Chris Paul 2015,35.0539906103,6.97183098592,14.5211267606,0.480116391853,1.59154929577,4.18309859155,0.380471380471,0.534917555771,3.28169014085,3.71830985915,0.882575757576,4.69014084507,10.0845070423,18.8169014085,0.582307611841,47.2338028169,13.0647887324,23.7408450704,123.732394366,106.154929577
71,72,Chris Paul 2015,34.9611111111,6.94444444444,14.4305555556,0.481231953802,1.58333333333,4.15277777778,0.38127090301,0.536092396535,3.23611111111,3.66666666667,0.882575757576,4.66666666667,10.1666666667,18.7083333333,0.583036116209,47.6361111111,13.4180555556,23.7138888889,123.777777778,105.777777778
72,73,Chris Paul 2015,34.8908675799,6.97260273973,14.4383561644,0.482922201139,1.60273972603,4.16438356164,0.384868421053,0.538425047438,3.24657534247,3.67123287671,0.884328358209,4.64383561644,10.1232876712,18.7945205479,0.585364188682,47.5068493151,13.4424657534,23.7794520548,123.917808219,105.671232877
73,74,Chris Paul 2015,34.8864864865,6.94594594595,14.3648648649,0.483537158984,1.62162162162,4.16216216216,0.38961038961,0.539981185325,3.31081081081,3.72972972973,0.88768115942,4.62162162162,10.1216216216,18.8243243243,0.58804160616,47.4162162162,13.5878378378,23.7310810811,124.202702703,105.648648649
74,75,Chris Paul 2015,34.9464444444,6.94666666667,14.4,0.482407407407,1.61333333333,4.18666666667,0.385350318471,0.538425925926,3.42666666667,3.84,0.892361111111,4.58666666667,10.1066666667,18.9333333333,0.588371784673,47.316,13.516,23.7813333333,124.293333333,105.84
75,76,Chris Paul 2015,35.0050438596,7.02631578947,14.4868421053,0.485013623978,1.65789473684,4.25,0.390092879257,0.542234332425,3.51315789474,3.92105263158,0.895973154362,4.59210526316,10.1973684211,19.2236842105,0.592880563581,47.5973684211,13.3881578947,23.8815789474,124.947368421,106.065789474
76,77,Chris Paul 2015,34.9595238095,7.01298701299,14.4285714286,0.48604860486,1.68831168831,4.24675324675,0.39755351682,0.544554455446,3.55844155844,3.97402597403,0.895424836601,4.5974025974,10.1818181818,19.2727272727,0.595677723901,47.6961038961,13.3038961039,23.8337662338,125.623376623,105.948051948
77,78,Chris Paul 2015,34.8923076923,6.96153846154,14.3333333333,0.485688729875,1.67948717949,4.23076923077,0.39696969697,0.54427549195,3.51282051282,3.92307692308,0.895424836601,4.58974358974,10.2435897436,19.1153846154,0.595143057862,47.9679487179,13.2935897436,23.7064102564,125.935897436,105.730769231
78,79,Chris Paul 2015,34.8879746835,6.93670886076,14.2911392405,0.485385296723,1.6582278481,4.20253164557,0.394578313253,0.543401240035,3.58227848101,3.98734177215,0.898412698413,4.59493670886,10.2405063291,19.1139240506,0.595613758283,47.9088607595,13.1253164557,23.6632911392,126.227848101,105.696202532
79,80,Chris Paul 2015,34.891875,6.925,14.275,0.485113835377,1.65,4.2,0.392857142857,0.542907180385,3.5625,3.9625,0.89905362776,4.6,10.2875,19.0625,0.595015138746,48.2,13.11875,23.6125,126.175,105.5375
80,81,Chris Paul 2015,34.9181069959,6.91358024691,14.2345679012,0.485689505637,1.64197530864,4.17283950617,0.39349112426,0.543365134432,3.56790123457,3.96296296296,0.90031152648,4.62962962963,10.2716049383,19.037037037,0.595716404994,48.0975308642,13.0469135802,23.5185185185,126.419753086,105.555555556
81,82,Chris Paul 2015,34.8449186992,6.92682926829,14.2682926829,0.48547008547,1.69512195122,4.25609756098,0.398280802292,0.544871794872,3.5243902439,3.91463414634,0.90031152648,4.58536585366,10.2195121951,19.0731707317,0.596382050578,47.9341463415,12.956097561,23.5719512195,126.536585366,105.585365854
